Unnamed: 0,Rinitials,Cinitials,Codedate,LSOA,IMGid,IMGdate,ADid,ASSETid,Long,Lat,ADtype,ADsize,ADprodtype,ADprod,ADbrand,Brandad,Admanagement,Price£,Pricesourcelink,Unit,Portion,Totalwt,Wtsource,Nutritionsource,Nutsourcelink,Fatdensity,Satfatdensity,Sugardensity,Sodiumdensity,Ekcaldensity,Fibredensity,Proteindensity,FVN,NPMscore,NPMstatus,ADcompliance,...1,Latitude,Longitude,file_path,LSOA_naming,lsoa_code,IMD_Q,LSOA_name
319,IW,VJ,23/05/2023,E01011363,IMG_5037,19/05/2023,AY_HFCA_32_12,AY_HFCA_32,,,10,2,5,Bradford Science Festival,Bradford Science Festival,0,Street Sites,,,,,,,,,,,,,,,,,,,,0,53.79711944,-1.561691667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5037.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
314,IW,VJ,23/05/2023,E01011363,IMG_5036,19/05/2023,AY_HFCA_32_07,AY_HFCA_32,,,10,2,5,Beat Herder (festival),Beat-Herder Festival,0,Street Sites,,,,,,,,,,,,,,,,,,,,0,53.79711667,-1.561708333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5036.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
315,IW,VJ,23/05/2023,E01011363,IMG_5036,19/05/2023,AY_HFCA_32_08,AY_HFCA_32,,,10,2,5,Live at Leeds Festival,Live at Leeds Festival,0,Street Sites,,,,,,,,,,,,,,,,,,,,0,53.79711667,-1.561708333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5036.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
316,IW,VJ,23/05/2023,E01011363,IMG_5036,19/05/2023,AY_HFCA_32_09,AY_HFCA_32,,,10,2,5,Henry Moore Institute,Henry Moore Institute,1,Street Sites,,,,,,,,,,,,,,,,,,,,0,53.79711667,-1.561708333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5036.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
312,IW,VJ,23/05/2023,E01011363,IMG_5035,19/05/2023,AY_HFCA_32_05,AY_HFCA_32,,,10,2,5,Beat Herder (festival),Beat-Herder Festival,0,Street Sites,,,,,,,,,,,,,,,,,,,,0,53.79715278,-1.561713889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5035.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
313,IW,VJ,23/05/2023,E01011363,IMG_5035,19/05/2023,AY_HFCA_32_06,AY_HFCA_32,,,10,2,5,Live at Leeds Festival,Live at Leeds Festival,0,Street Sites,,,,,,,,,,,,,,,,,,,,0,53.79715278,-1.561713889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5035.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
320,VJ,VJ,23/05/2023,E01011363,20230519_101855,19/05/2023,AY_HFCA_33_01,AY_HFCA_33,,,6,2,1,Mozzarella dippers with marinara sauce,TGI Fridays,0,,10,Advert,g,,228,https://www.iceland.co.uk/p/tgi-fridays-6-mozzarella-xl-dippers-228g/93240.html,3,https://www.iceland.co.uk/p/tgi-fridays-6-mozzarella-xl-dippers-228g/93240.html,19.2,7,0.5,440,314,2,13,0,14,1,1,0,53.7978531,-1.5617694,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_101855.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
321,VJ,VJ,23/05/2023,E01011363,20230519_101855,19/05/2023,AY_HFCA_33_01,AY_HFCA_33,,,6,2,1,Lightly spiced shrimp,TGI Fridays,0,,10,Advert,g,,264,https://www.iceland.co.uk/p/tgi-fridays-12-cajun-prawns-264g/87672.html,3,https://www.iceland.co.uk/p/tgi-fridays-12-cajun-prawns-264g/87672.html,13.4,5.7,0.9,840,240,1.5,12.1,0,15,1,1,0,53.7978531,-1.5617694,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_101855.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
322,VJ,VJ,23/05/2023,E01011363,20230519_101855,19/05/2023,AY_HFCA_33_01,AY_HFCA_33,,,6,2,1,Fridays Corndog,TGI Fridays,0,,10,Advert,g,28,170,https://www.tesco.com/groceries/en-GB,3,https://www.tesco.com/groceries/en-GB,21.5,5.3,3.9,560,337,0.9,10.2,0,14,1,1,0,53.7978531,-1.5617694,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_101855.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
323,VJ,VJ,23/05/2023,E01011363,20230519_101855,19/05/2023,AY_HFCA_33_01,AY_HFCA_33,,,6,2,1,Fridays sesame chicken strips,TGI Fridays,0,,10,Advert,g,,480,https://www.iceland.co.uk/p/tgi-fridays-sesame-chicken-strips-in-a-tennessee-style-glaze-480g/86996.html,3,https://www.iceland.co.uk/p/tgi-fridays-sesame-chicken-strips-in-a-tennessee-style-glaze-480g/86996.html,1.4,0.2,35.4,520,184,0.6,1.3,0,14,1,1,0,53.7978531,-1.5617694,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_101855.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
307,IW,VJ,23/05/2023,E01011363,IMG_5033,19/05/2023,AY_HFCA_31_03,AY_HFCA_31,,,5,2,5,Elonex advertise here,Elonex,1,Elonex,,,,,,,,,,,,,,,,,,,,0,53.797825,-1.563841667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5033.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
306,IW,VJ,23/05/2023,E01011363,IMG_5032,19/05/2023,AY_HFCA_31_02,AY_HFCA_31,,,5,2,5,Elonex advertise here,Elonex,1,Elonex,,,,,,,,,,,,,,,,,,,,0,53.79784444,-1.563852778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5032.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
305,IW,VJ,23/05/2023,E01011363,IMG_5030,19/05/2023,AY_HFCA_31_01,AY_HFCA_31,,,5,2,5,Deep Heat and Deep Freeze muscle massage roll on lotion,Deep Heat,0,Elonex,,,,,,,,,,,,,,,,,,,,0,53.79785556,-1.563861111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5030.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
325,IW,VJ,23/05/2023,E01011363,IMG_5038,19/05/2023,AY_HFCA_35_01,AY_HFCA_35,,,6,2,5,House builder,Strata,1,,,,,,,,,,,,,,,,,,,,,0,53.79570278,-1.563986111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5038.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
420,IW,VJ,23/05/2023,E01011363,IMG_5106,19/05/2023,AY_HFCA_90_01,AY_HFCA_90,,,3,3,5,Leeds Year of Culture 2023,Year of Culture,1,,,,,,,,,,,,,,,,,,,,,0,53.79924444,-1.564155556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5106.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
421,IW,VJ,23/05/2023,E01011363,IMG_5107,19/05/2023,AY_HFCA_91_01,AY_HFCA_91,,,3,3,5,Leeds Year of Culture 2023,Year of Culture,1,,,,,,,,,,,,,,,,,,,,,0,53.79921389,-1.564225,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5107.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
422,IW,VJ,23/05/2023,E01011363,IMG_5108,19/05/2023,AY_HFCA_92_01,AY_HFCA_92,,,3,3,5,Leeds Year of Culture 2023,Year of Culture,1,,,,,,,,,,,,,,,,,,,,,0,53.79926667,-1.564261111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5108.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
424,IW,VJ,23/05/2023,E01011363,IMG_5110,19/05/2023,AY_HFCA_94_01,AY_HFCA_94,,,3,3,5,Leeds Year of Culture 2023,Year of Culture,1,,,,,,,,,,,,,,,,,,,,,0,53.7993,-1.5643,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5110.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
423,IW,VJ,23/05/2023,E01011363,IMG_5109,19/05/2023,AY_HFCA_93_01,AY_HFCA_93,,,3,3,5,Leeds Year of Culture 2023,Year of Culture,1,,,,,,,,,,,,,,,,,,,,,0,53.79928611,-1.564308333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5109.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
425,VJ,VJ,23/05/2023,E01011363,20230519_122950,19/05/2023,AY_HFCA_95_01,AY_HFCA_95,,,3,3,5,Leeds Year of Culture 2023,Year of Culture,1,,,,,,,,,,,,,,,,,,,,,0,53.79925976,-1.564429839,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_122950.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
426,VJ,VJ,23/05/2023,E01011363,20230519_123002,19/05/2023,AY_HFCA_96_01,AY_HFCA_96,,,3,3,5,Leeds Year of Culture 2023,Year of Culture,1,,,,,,,,,,,,,,,,,,,,,0,53.7992686,-1.564576,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_123002.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
427,IW,VJ,23/05/2023,E01011363,IMG_5111,19/05/2023,AY_HFCA_97_01,AY_HFCA_97,,,3,3,5,Latimer homes,Latimer Homes,1,,,,,,,,,,,,,,,,,,,,,0,53.79941944,-1.564594444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5111.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
428,IW,VJ,23/05/2023,E01011363,IMG_5112,19/05/2023,AY_HFCA_98_01,AY_HFCA_98,,,3,3,5,Latimer homes,Latimer Homes,1,,,,,,,,,,,,,,,,,,,,,0,53.79941944,-1.564683333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5112.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
429,IW,VJ,23/05/2023,E01011363,IMG_5114,19/05/2023,AY_HFCA_99_01,AY_HFCA_99,,,3,3,5,Latimer homes,Latimer Homes,1,,,,,,,,,,,,,,,,,,,,,0,53.79946111,-1.564819444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5114.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
326,IW,VJ,23/05/2023,E01011363,IMG_5039,19/05/2023,AY_HFCA_36_01,AY_HFCA_36,,,1,2,3,Madri beer,Madri,0,Clear Channel,,,,,,,,,,,,,,,,,,,,0,53.79508611,-1.564866667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5039.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
430,IW,VJ,23/05/2023,E01011363,IMG_5115,19/05/2023,AY_HFCA_100_01,AY_HFCA_100,,,3,3,5,Latimer homes,Latimer Homes,1,,,,,,,,,,,,,,,,,,,,,0,53.79951389,-1.564927778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5115.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
431,IW,VJ,23/05/2023,E01011363,IMG_5117,19/05/2023,AY_HFCA_101_01,AY_HFCA_101,,,3,3,5,Latimer homes,Latimer Homes,1,,,,,,,,,,,,,,,,,,,,,0,53.79960556,-1.565202778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5117.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
432,IW,VJ,23/05/2023,E01011363,IMG_5118,19/05/2023,AY_HFCA_102_01,AY_HFCA_102,,,3,3,5,Latimer homes,Latimer Homes,1,,,,,,,,,,,,,,,,,,,,,0,53.79961111,-1.565255556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5118.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
352,VJ,VJ,23/05/2023,E01011363,20230519_103010,19/05/2023,AY_HFCA_46_01,AY_HFCA_46,,,1,2,1,McDonald's spicy BIG tasty,McDonald's,0,Clear Channel,6.49,McDonald's app,g,300,300,"SL image big tasty with bacon (minus onion, 10g)",2,https://www.mcdonalds.com/gb/en-gb/product/spicy-big-tasty.html,15.33,6.33,2.97,480,270.33,1.37,16.67,15.67,13,1,1,0,53.7951659,-1.5653369,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_103010.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
433,IW,VJ,23/05/2023,E01011363,IMG_5119,19/05/2023,AY_HFCA_103_01,AY_HFCA_103,,,3,3,5,Latimer homes,Latimer Homes,1,,,,,,,,,,,,,,,,,,,,,0,53.79965556,-1.565344444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5119.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
351,IW,VJ,23/05/2023,E01011363,IMG_5054,19/05/2023,AY_HFCA_45_01,AY_HFCA_45,,,1,2,1,Moroccan style meatball tagine sauce,Al'fez,0,Clear Channel,2.65,https://www.tesco.com/groceries/en-GB/products/306824719,g,112.5,450,https://www.tesco.com/groceries/en-GB/products/306824719,1,https://www.alfez.com/products/moroccan-meatball-tagine-sauce/,5.1,0.4,10,176,104,2,1.2,33,2,0,0,0,53.79533056,-1.565616667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5054.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
399,IW,VJ,23/05/2023,E01011363,IMG_5097,19/05/2023,AY_HFCA_78_01,AY_HFCA_78,,,12,1,1,Fleur Restaurant,Fleur Restaurant,1,Leeds City Council,,,,,,,,,,,,,,,,,,,1,0,53.78739167,-1.566772222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5097.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
411,VJ,VJ,23/05/2023,E01011363,20230519_121458,19/05/2023,AY_HFCA_89_01,AY_HFCA_89,,,10,2,5,Live at Leeds Festival,Live at Leeds Festival,0,Street Sites,,,,,,,,,,,,,,,,,,,,0,53.7923191,-1.5669323,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_121458.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
412,VJ,VJ,23/05/2023,E01011363,20230519_121458,19/05/2023,AY_HFCA_89_02,AY_HFCA_89,,,10,2,5,Nile Rodgers & Chic (gig),Futuresound,0,Street Sites,,,,,,,,,,,,,,,,,,,,0,53.7923191,-1.5669323,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_121458.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
403,IW,VJ,23/05/2023,E01011363,IMG_5100,19/05/2023,AY_HFCA_82_01,AY_HFCA_82,,,8,3,5,High speed broadband,BT,0,JCDecaux,,,,,,,,,,,,,,,,,,,,0,53.79256944,-1.56845,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5100.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
402,IW,VJ,23/05/2023,E01011363,IMG_5099,19/05/2023,AY_HFCA_81_01,AY_HFCA_81,,,9,2,5,Leeds International Festival of Ideas,Leeds International Festival,0,City Ads Yorkshire,,,,,,,,,,,,,,,,,,,,0,53.78957778,-1.568694444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5099.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
405,IW,VJ,23/05/2023,E01011363,IMG_5102,19/05/2023,AY_HFCA_84_01,AY_HFCA_84,,,1,2,1,Cheesy Bacon Flatbread,McDonald's,0,Clear Channel,1.49,https://menuprice.co/uk/mcdonalds-breakfast/rolls-flatbread-menu?utm_content=cmp-true,g,115,115,"FPS book, (2 x rasher streaky bacon) + (2 x cheese slices) + flatbread (Tescos)",3 & 4,https://www.tesco.com/groceries/en-GB/products/291376220 and CoFID (19-018 and 12-527),18.75,8.57,2.61,1033,312.7,1.3,17.51,0,20,1,1,0,53.79215278,-1.569547222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5102.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
406,IW,VJ,23/05/2023,E01011363,IMG_5102,19/05/2023,AY_HFCA_85_01,AY_HFCA_85,,,1,2,1,Raffaello ice cream,Confetteria,0,Clear Channel,5,https://www.tesco.com/groceries/en-GB/products/313515644?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**313515644*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-y90HGMNQG03uIveASk5zrMIed7Kwhfc5w4BXoh4qWwloBbYnbStkaAjVIEALw_wcB&gclsrc=aw.ds,ml,70,280,https://www.tesco.com/groceries/en-GB/products/313515644?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**313515644*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-y90HGMNQG03uIveASk5zrMIed7Kwhfc5w4BXoh4qWwloBbYnbStkaAjVIEALw_wcB&gclsrc=aw.ds,3,https://www.tesco.com/groceries/en-GB/products/313515644?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**313515644*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-y90HGMNQG03uIveASk5zrMIed7Kwhfc5w4BXoh4qWwloBbYnbStkaAjVIEALw_wcB&gclsrc=aw.ds,24.8,20.4,26.9,79.2,362,0,5.2,0,17,1,1,0,53.79215278,-1.569547222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5102.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
407,IW,VJ,23/05/2023,E01011363,IMG_5102,19/05/2023,AY_HFCA_85_01,AY_HFCA_85,,,1,2,1,Ferrero Rocher ice cream,Ferrero Rocher,0,Clear Channel,5,https://www.tesco.com/groceries/en-GB/products/312828235?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**312828235*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-f02aQxcJbs2vZGmvN8Fgq3oaRdqIbPkCTgtmjHqBBs3IOWBweBNMaAiV2EALw_wcB&gclsrc=aw.ds,ml,70,280,https://www.tesco.com/groceries/en-GB/products/312828235?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**312828235*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-f02aQxcJbs2vZGmvN8Fgq3oaRdqIbPkCTgtmjHqBBs3IOWBweBNMaAiV2EALw_wcB&gclsrc=aw.ds,3,https://www.tesco.com/groceries/en-GB/products/312828235?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**312828235*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-f02aQxcJbs2vZGmvN8Fgq3oaRdqIbPkCTgtmjHqBBs3IOWBweBNMaAiV2EALw_wcB&gclsrc=aw.ds,27.8,14,26.2,70.8,390,0,5,0,17,1,1,0,53.79215278,-1.569547222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5102.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
404,IW,VJ,23/05/2023,E01011363,IMG_5101,19/05/2023,AY_HFCA_83_01,AY_HFCA_83,,,1,2,3,Madri beer,Madri,0,Clear Channel,,,,,,,,,,,,,,,,,,,,0,53.79218333,-1.569583333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5101.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
395,IW,VJ,23/05/2023,E01011363,IMG_5095,19/05/2023,AY_HFCA_76_01,AY_HFCA_76,,,1,2,1,McDonald's Ketchup,McDonald's,0,Clear Channel,,,,21,21,https://www.mcdonalds.com/gb/en-gb/product/tomato-ketchup-17ml.html,2,https://www.mcdonalds.com/gb/en-gb/product/tomato-ketchup-17ml.html,0.48,0,21.09,1009.52,128.57,2.86,1.43,0,12,1,1,0,53.78761389,-1.569608333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5095.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
396,IW,VJ,23/05/2023,E01011363,IMG_5095,19/05/2023,AY_HFCA_76_01,AY_HFCA_76,,,1,2,1,McDonald's mayonnaise,McDonald's,0,Clear Channel,,,,19,19,https://www.mcdonalds.com/ie/en-ie/product/mayo-dip-19g.html,2,https://www.mcdonalds.com/ie/en-ie/product/mayo-dip-19g.html,68.42,5.79,2.63,357.89,647.37,0,1.05,0,16,1,1,0,53.78761389,-1.569608333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5095.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
397,IW,VJ,23/05/2023,E01011363,IMG_5095,19/05/2023,AY_HFCA_76_01,AY_HFCA_76,,,1,2,1,Chicken McNuggets,McDonald's,0,Clear Channel,4.29,https://mcdonalds-menu.co.uk/,g,105,105,"FPS book, pg 58 McDonald's 6 McNuggets",2,https://www.mcdonalds.com/gb/en-gb/product/chicken-mcnuggets-6-pieces.html,12.38,1.43,0.57,217.14,248.57,1.33,14.29,0,0,0,0,0,53.78761389,-1.569608333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5095.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
398,IW,VJ,23/05/2023,E01011363,IMG_5096,19/05/2023,AY_HFCA_77_01,AY_HFCA_77,,,1,2,5,Are you there God? It's me Margaret (film),,0,Clear Channel,,,,,,,,,,,,,,,,,,,,0,53.78760278,-1.569611111,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5096.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
382,VJ,VJ,23/05/2023,E01011363,20230519_113210,19/05/2023,AY_HFCA_69_05,AY_HFCA_69,,,4,3,5,Orange County CBD,Orange County,0,Alight Media,,,,,,,,,,,,,,,,,,,,0,53.7877303,-1.5697311,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_113210.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
401,VJ,VJ,23/05/2023,E01011363,20230519_114635,19/05/2023,AY_HFCA_80_01,AY_HFCA_80,,,9,2,5,Leeds International Festival of Ideas,Leeds International Festival,0,City Ads Yorkshire,,,,,,,,,,,,,,,,,,,,0,53.7882862,-1.5699027,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_114635.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
400,VJ,VJ,23/05/2023,E01011363,20230519_114056,19/05/2023,AY_HFCA_79_01,AY_HFCA_79,,,12,1,1,Fleur Restaurant,Fleur Restaurant,1,Leeds City Council,,,,,,,,,,,,,,,,,,,1,0,53.7879876,-1.5699411,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\20230519_114056.jpg,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
392,IW,VJ,23/05/2023,E01011363,IMG_5091,19/05/2023,AY_HFCA_73_01,AY_HFCA_73,,,12,1,5,BWS Waste Management,BWS,1,Leeds City Council,,,,,,,,,,,,,,,,,,,,0,53.78780278,-1.570122222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5091.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
391,IW,VJ,23/05/2023,E01011363,IMG_5089,19/05/2023,AY_HFCA_72_01,AY_HFCA_72,,,12,1,5,BWS Waste Management,BWS,1,Leeds City Council,,,,,,,,,,,,,,,,,,,,0,53.78830278,-1.570280556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011363_Q1_HoldforthsClydeApproach\IMG_5089.JPG,E01011363_Q1_HoldforthsClydeApproach,E01011363,Q1,HoldforthsClydeApproach
