Rinitials,Cinitials,Codedate,LSOA,IMGid,IMGdate,ADid,ASSETid,Long,Lat,ADtype,ADsize,ADprodtype,ADprod,ADbrand,Brandad,Admanagement,Price£,Pricesourcelink,Unit,Portion,Totalwt,Wtsource,Nutritionsource,Nutsourcelink,Fatdensity,Satfatdensity,Sugardensity,Sodiumdensity,Ekcaldensity,Fibredensity,Proteindensity,FVN,NPMscore,NPMstatus,ADcompliance
VJ,VJ,23/05/2023,E01011445,20230522_101656.jpg,22/05/2023,HH_PGCH_12_03,HH_PGCH_12,,,10,2,5,Live at Leeds Festival,Live at Leeds Festival,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101709.jpg,22/05/2023,HH_PGCH_12_04,HH_PGCH_12,,,10,2,5,Club Classical Anthems (concert),Millennium Square,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101709.jpg,22/05/2023,HH_PGCH_12_05,HH_PGCH_12,,,10,2,5,The Commitments (musical),The Grand Theatre & Opera House Leeds,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101709.jpg,22/05/2023,HH_PGCH_12_06,HH_PGCH_12,,,10,2,5,High performance podcast live tour,High Performance Podcast,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101716.jpg,22/05/2023,HH_PGCH_12_07,HH_PGCH_12,,,10,2,5,Strictly Ballroom the musical,The Grand Theatre & Opera House Leeds,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101716.jpg,22/05/2023,HH_PGCH_12_08,HH_PGCH_12,,,10,2,5,Beat Herder (festival),Beat-Herder Festival,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101716.jpg,22/05/2023,HH_PGCH_12_09,HH_PGCH_12,,,10,2,5,Leeds Record Fair,Kirkgate Market,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101727.jg,22/05/2023,HH_PGCH_12_10,HH_PGCH_12,,,10,2,5,Leeds Ball,Leeds University Union,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101727.jg,22/05/2023,HH_PGCH_12_11,HH_PGCH_12,,,10,2,5,The Bodyguard (musical),The Grand Theatre & Opera House Leeds,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101727.jg,22/05/2023,HH_PGCH_12_12,HH_PGCH_12,,,10,2,5,Bradford Science Festival,Bradford Science Festival,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101745.jpg,22/05/2023,HH_PGCH_13_01,HH_PGCH_13,,,11,1,5,Biccy Meets Buss (club night),Freedom Mills nightclub,0,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101811.jpg,22/05/2023,HH_PGCH_14_01,HH_PGCH_14,,,11,1,5,Ruckus24 (club night),TestBed nightclub,0,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101822.jpg,22/05/2023,HH_PGCH_15_01,HH_PGCH_15,,,11,1,5,Just Stop Oil,Just Stop Oil,0,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101829.jpg,22/05/2023,HH_PGCH_16_01,HH_PGCH_16,,,14,1,5,Ruckus24 (club night),TestBed nightclub,0,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101835.jpg,22/05/2023,HH_PGCH_16_02,HH_PGCH_16,,,14,1,5,Quantum Leeds (club night),Assembly House Leesd,0,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101858.jpg,22/05/2023,HH_PGCH_17_01,HH_PGCH_17,,,6,2,5,Beat Herder (festival),Beat-Herder Festival,0,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101906.jpg,22/05/2023,HH_PGCH_17_02,HH_PGCH_17,,,6,2,5,Leeds Tattoo Expo,Leeds Tattoo Expo,0,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101915.jpg,22/05/2023,HH_PGCH_17_03,HH_PGCH_17,,,6,2,5,Leeds Ball,Leeds University Union,0,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101924.jpg,22/05/2023,HH_PGCH_18_01,HH_PGCH_18,,,6,2,5,"Seeds, Dreams & Constellations (play)",Riley Theatre,0,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101932.jpg,22/05/2023,HH_PGCH_18_02,HH_PGCH_18,,,6,2,5,The Commitments (musical),The Grand Theatre & Opera House Leeds,0,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101937.jpg,22/05/2023,HH_PGCH_18_03,HH_PGCH_18,,,6,2,5,80s Classical (concert),Millennium Square,0,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101942.jpg,22/05/2023,HH_PGCH_18_04,HH_PGCH_18,,,6,2,5,The Beekeeper of Aleppo (play),Leeds Play House,0,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011445,20230522_101946.jpg,22/05/2023,HH_PGCH_18_05,HH_PGCH_18,,,6,2,5,Henry Moore Institute,Henry Moore Institute,0,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_101646.jpg,23/05/2023,GS_MRFF_01_01,GS_MRFF_01,,,1,2,5,Channel 5,Channel 5,1,Clear Channel,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_101634.jpg,23/05/2023,GS_MRFF_02_01,GS_MRFF_02,,,1,2,5,Halls Soothers and Extra Strong,Halls,0,Clear Channel,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_101022.jpg,23/05/2023,GS_MRFF_03_01,GS_MRFF_03,,,6,2,2,"Oat-ly Oat Milk, light",Oat-ly,0,Global,2,https://www.tesco.com/groceries/en-GB/products/314099903,ml,,1000,https://www.tesco.com/groceries/en-GB/products/314099903,3,https://www.tesco.com/groceries/en-GB/products/314099903,0.5,0.1,3.2,40,37,0.8,1,0,0,0,0
VJ,VJ,23/05/2023,E01011397,20230523_101022.jpg,23/05/2023,GS_MRFF_03_01,GS_MRFF_03,,,6,2,2,"Oat-ly Oat Milk, semi ",Oat-ly,0,Global,2,https://www.tesco.com/groceries/en-GB/products/314325775,ml,,1000,https://www.tesco.com/groceries/en-GB/products/314325775,3,https://www.tesco.com/groceries/en-GB/products/314325775,1.5,0.2,3.4,40,48,0.8,1.1,0,0,0,0
VJ,VJ,23/05/2023,E01011397,20230523_101022.jpg,23/05/2023,GS_MRFF_03_01,GS_MRFF_03,,,6,2,2,"Oat-ly Oat Milk, whole",Oat-ly,0,Global,2.1,https://www.tesco.com/groceries/en-GB/products/302330090,ml,,1000,https://www.tesco.com/groceries/en-GB/products/302330090,3,https://www.tesco.com/groceries/en-GB/products/302330090,2.8,0.3,3.4,40,60,0.8,1.1,0,0,0,0
VJ,VJ,23/05/2023,E01011397,20230523_101015.jpg,23/05/2023,GS_MRFF_04_01,GS_MRFF_04,,,6,2,5,Halifax Bank,Halifax Bank,1,Global,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_095524.jpg,23/05/2023,GS_MRFF_05_01,GS_MRFF_05,,,11,1,5,Licensed Private Hire,A2B Travels,1,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_095118.jpg,23/05/2023,GS_MRFF_06_01,GS_MRFF_06,,,2,1,5,yournextbus,yournextbus,0,Metro,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_095118.jpg,23/05/2023,GS_MRFF_06_02,GS_MRFF_06,,,2,1,5,MCard Mobile App,MCard Mobile App,0,Metro,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_095005.jpg,23/05/2023,GS_MRFF_07_01,GS_MRFF_07,,,2,1,5,yournextbus,yournextbus,0,Metro,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_095005.jpg,23/05/2023,GS_MRFF_07_02,GS_MRFF_07,,,2,1,5,MCard Mobile App,MCard Mobile App,0,Metro,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094445.jpg,23/05/2023,GS_MRFF_08_01,GS_MRFF_08,,,2,1,5,Northern Train App,Northern,0,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094434.jpg,23/05/2023,GS_MRFF_08_02,GS_MRFF_08,,,2,1,5,RMI and ASLEF industrial action,Northern,0,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094424.jpg,23/05/2023,GS_MRFF_08_03,GS_MRFF_08,,,2,1,5,Samaritans,Northern,0,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094415.jpg,23/05/2023,GS_MRFF_08_04,GS_MRFF_08,,,2,1,5,National Rail,National Rail,0,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094404.jpg,23/05/2023,GS_MRFF_08_05,GS_MRFF_08,,,2,1,5,Northern,Northern,1,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094355.jpg,23/05/2023,GS_MRFF_08_06,GS_MRFF_08,,,2,1,5,Northern,Northern,1,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094344.jpg,23/05/2023,GS_MRFF_08_07,GS_MRFF_08,,,2,1,5,Northern,Northern,1,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094337.jpg,23/05/2023,GS_MRFF_08_08,GS_MRFF_08,,,2,1,5,Seatfrog,Northern,0,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094314.jpg,23/05/2023,GS_MRFF_08_09,GS_MRFF_08,,,2,1,5,Northern,Northern,1,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094306.jpg,23/05/2023,GS_MRFF_08_10,GS_MRFF_08,,,2,1,5,Crime Stoppers,British Transport Police,0,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094255.jpg,23/05/2023,GS_MRFF_08_11,GS_MRFF_08,,,2,1,5,Northern,Northern,1,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094244.jpg,23/05/2023,GS_MRFF_08_12,GS_MRFF_08,,,2,1,5,Northern,Northern,1,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094237.jpg,23/05/2023,GS_MRFF_08_13,GS_MRFF_08,,,2,1,5,Northern,Northern,1,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094220.jpg,23/05/2023,GS_MRFF_09_01,GS_MRFF_09,,,6,2,5,Leeds International Festival of Ideas,Leeds Play House,0,Global,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094156.jpg,23/05/2023,GS_MRFF_10_01,GS_MRFF_10,,,6,2,5,Transpennine route upgrate,Department for Transpport,0,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094148.jpg,23/05/2023,GS_MRFF_11_01,GS_MRFF_11,,,6,2,5,Of Mice and Men (play),Leeds Play House,0,Global,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094125.jpg,23/05/2023,GS_MRFF_12_01,GS_MRFF_12,,,6,2,5,Dirty Dancing (musical),The Grand Theatre and Opera House Leeds,0,Global,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094109.jpg,23/05/2023,GS_MRFF_13_01,GS_MRFF_13,,,6,2,5,Global advertise here,Global,0,Global,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_094051.jpg,23/05/2023,GS_MRFF_14_01,GS_MRFF_14,,,6,2,5,Disney 100 the concert,Disney,0,Global,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_093955.jpg,23/05/2023,GS_MRFF_15_01,GS_MRFF_15,,,6,2,5,Northern,Northern,1,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_093946.jpg,23/05/2023,GS_MRFF_16_01,GS_MRFF_16,,,6,2,5,16-17 Saver rail card,16-17 Saver,1,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_093812.jpg,23/05/2023,GS_MRFF_17_01,GS_MRFF_17,,,6,2,5,RMI and ASLEF industrial action,Northern,0,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_093707.jpg,23/05/2023,GS_MRFF_18_01,GS_MRFF_18,,,6,2,5,Donny Osmond (concert),First Direct Arena,0,Global,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_093629.jog,23/05/2023,GS_MRFF_19_01,GS_MRFF_19,,,6,2,5,Rod Stewary (concert),Craven Park,0,Global,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_093602.jog,23/05/2023,GS_MRFF_20_01,GS_MRFF_20,,,6,2,5,Disney 100 the concert,Disney,0,Global,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_093540.jpg,23/05/2023,GS_MRFF_21_01,GS_MRFF_21,,,6,2,5,Northern,Northern,1,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_093248.jpg,23/05/2023,GS_MRFF_22_01,GS_MRFF_22,,,6,2,5,Northern,Northern,1,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_093242.jpg,23/05/2023,GS_MRFF_22_02,GS_MRFF_22,,,6,2,5,Ticket fines,Northern,0,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011397,20230523_093239.jpg,23/05/2023,GS_MRFF_22_03,GS_MRFF_22,,,6,2,5,Northern,Northern,1,Northern,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_110708.jpg,23/05/2023,BR_UARD_01_01,BR_UARD_01,,,1,2,2,Lucozade Pink Lemonade zero,Lucozade,0,Clear Channel,1.7,https://www.tesco.com/groceries/en-GB/products/292215645?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**292215645*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-t2X6e9Gk2X8CTPEnOoAehs-E1kpANDvzfggabThQqo9L1DRKgWE4aAhXVEALw_wcB&gclsrc=aw.ds,ml,500,500,https://www.tesco.com/groceries/en-GB/products/292215645?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**292215645*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-t2X6e9Gk2X8CTPEnOoAehs-E1kpANDvzfggabThQqo9L1DRKgWE4aAhXVEALw_wcB&gclsrc=aw.ds,3,https://www.tesco.com/groceries/en-GB/products/292215645?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**292215645*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-t2X6e9Gk2X8CTPEnOoAehs-E1kpANDvzfggabThQqo9L1DRKgWE4aAhXVEALw_wcB&gclsrc=aw.ds,0,0,0.1,16,7,0,0,0,0,0,0
VJ,VJ,23/05/2023,E01033021,20230523_110720.jpg,23/05/2023,BR_UARD_02_01,BR_UARD_02,,,1,2,5,B&Q,B&Q,1,Clear Channel,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_110822.jpg,23/05/2023,BR_UARD_03_01,BR_UARD_03,,,11,1,5,Littering fine,Leeds City Council,0,Leeds City Council,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_111838.jpg,23/05/2023,BR_UARD_04_01,BR_UARD_04,,,13,2,5,BT Full Fibre Broadband,BT,0,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_111909,23/05/2023,BR_UARD_05_01,BR_UARD_05,,,11,1,5,Littering fine,Leeds City Council,0,Leeds City Council,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_113000.jpg,23/05/2023,BR_UARD_06_01,BR_UARD_06,,,10,2,5,Strictly Ballroom the musical,The Grand Theatre & Opera House Leeds,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_113000.jpg,23/05/2023,BR_UARD_06_02,BR_UARD_06,,,10,2,5,Leeds Poetry Festival 2023,Leeds Poetry Festival,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_113015.jpg,23/05/2023,BR_UARD_06_03,BR_UARD_06,,,10,2,5,Of Mice and Men (play),Leeds Play House,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_113015.jpg,23/05/2023,BR_UARD_06_04,BR_UARD_06,,,10,2,5,High performance podcast live tour,High Performance Podcast,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_113015.jpg,23/05/2023,BR_UARD_06_05,BR_UARD_06,,,10,2,5,The Commitments (musical),The Grand Theatre & Opera House Leeds,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_113025.jpg,23/05/2023,BR_UARD_06_06,BR_UARD_06,,,10,2,5,The Commitments (musical),The Grand Theatre & Opera House Leeds,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_113025.jpg,23/05/2023,BR_UARD_06_07,BR_UARD_06,,,10,2,5,Strictly Ballroom the musical,The Grand Theatre & Opera House Leeds,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_113025.jpg,23/05/2023,BR_UARD_06_08,BR_UARD_06,,,10,2,5,Beat Herder (festival),Beat-Herder Festival,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_113033.jpg,23/05/2023,BR_UARD_06_09,BR_UARD_06,,,10,2,5,Beat Herder (festival),Beat-Herder Festival,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_113033.jpg,23/05/2023,BR_UARD_06_10,BR_UARD_06,,,10,2,5,Leeds Tattoo Expo,Leeds Tattoo Expo,0,Street Sites,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_113538.jpg,23/05/2023,BR_UARD_07_01,BR_UARD_07,,,4,3,5,motorway (car buying company),motorway,1,Clear Channel,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_113831.jpg,23/05/2023,BR_UARD_08_01,BR_UARD_08,,,14,2,5,The gym group,The gym group,1,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_115503.jpg,23/05/2023,BR_UARD_09_01,BR_UARD_09,,,11,1,5,Fly tipping ,Leeds City Council,0,Leeds City Council,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01033021,20230523_115524.jpg,23/05/2023,BR_UARD_10_01,BR_UARD_10,,,14,2,1,"Chicken, burgers, kebabs",ChicKing,1,,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011363,20230519_093817.jpg,19/05/2023,AY_HFCA_01_01,AY_HFCA_01,,,1,2,5,Halifax Bank,Halifax Bank,1,Clear Channel,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011363,20230519_093841.jpg,19/05/2023,AY_HFCA_02_01,AY_HFCA_02,,,12,1,5,"Guttering, fascias and soffits",GFS Plastics,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011363,20230512_094110.jpg,19/05/2023,AY_HFCA_03_01,AY_HFCA_03,,,1,2,3,Madri beer,Madri,0,Clear Channel,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011363,20230519_094250.jpg,19/05/2023,AY_HFCA_04_01,AY_HFCA_04,,,12,1,5,"Guttering, fascias and soffits",GFS Plastics,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5001.JPG,19/05/2023,AY_HFCA_05_01,AY_HFCA_05,,,12,1,5,Archive coffee house and event space,Archive,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011363,20230519_094853.jpg,19/05/2023,AY_HFCA_06_01,AY_HFCA_06,,,1,2,1,McDonald's BIG Tasty,McDonald's,0,Clear Channel,5.49,https://mcdonalds-menu.co.uk/,g,290,290,SL image Big Tasty with Bacon = 310 - 20g (1 rasher of streaky bacon FSA portion book pg 54),2,https://www.mcdonalds.com/gb/en-gb/product/big-tasty.html,15.86,6.21,3.45,455,275,1.52,15.52,2,13,1,1
VJ,VJ,23/05/2023,E01011363,20230519_094902.jpg,19/05/2023,AY_HFCA_07_01,AY_HFCA_07,,,1,2,1,KFC Hot Wing Bucket (20 wings),KFC,0,Clear Channel,5.99,https://www.kfc.co.uk/kfc-hot-wings-bucket,g,73,1460,"FSA book, pg 58 fried chicken wing with bone",2,https://www.kfc.co.uk/nutrition-allergens?close,8.49,1.23,0.14,191.78,123.29,0,6.71,0,0,0,0
IW,VJ,23/05/2023,E01011363,IMG_5002.jpg,19/05/2023,AY_HFCA_08_01,AY_HFCA_08,,,12,1,5,Prime studios,Prime studios,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5003.jpg,19/05/2023,AY_HFCA_09_01,AY_HFCA_09,,,12,1,5,Prime studios,Prime studios,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5004.jpg,19/05/2023,AY_HFCA_09_02,AY_HFCA_09,,,12,1,5,Archive coffee house and event space,Archive,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5005.jpg,19/05/2023,AY_HFCA_10_01,AY_HFCA_10,,,12,1,5,Akbar's curry house,Akbar's,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011363,20230519_095437.jpg,19/05/2023,AY_HFCA_11_01,AY_HFCA_11,,,1,2,1,KFC Hot Wing Bucket (20 wings),KFC,0,Clear Channel,5.99,https://www.kfc.co.uk/kfc-hot-wings-bucket,g,73,1460,"FSA book, pg 58 fried chicken wing with bone",2,https://www.kfc.co.uk/nutrition-allergens?close,8.49,1.23,0.14,191.78,123.29,0,6.71,0,0,0,0
VJ,VJ,23/05/2023,E01011363,20230512_095449.jpg,19/05/2023,AY_HFCA_12_01,AY_HFCA_12,,,1,2,3,Madri beer,Madri,0,Clear Channel,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5006.jpg,19/05/2023,AY_HFCA_13_01,AY_HFCA_13,,,12,1,1,Akbar's curry house,Akbar's,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5007.jpg,19/05/2023,AY_HFCA_14_01,AY_HFCA_14,,,12,1,1,Akbar's curry house,Akbar's,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5011.jpg,19/05/2023,AY_HFCA_15_01,AY_HFCA_15,,,4,3,5,FCA advice,Financial Conduct Authority,1,JCDecaux,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5013.jpg,19/05/2023,AY_HFCA_15_02,AY_HFCA_15,,,4,3,5,Sainsbury's shirts,"Tu, Sainsbury's",0,JCDecaux,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5015.jpg,19/05/2023,AY_HFCA_15_03,AY_HFCA_15,,,4,3,4,Sky Vegas Online Casino,Sky Vegas,1,JCDecaux,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5016.jpg,19/05/2023,AY_HFCA_15_04,AY_HFCA_15,,,4,3,5,Barclays Corporate Banking,Barclays bank,0,JCDecaux,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5017.jpg,19/05/2023,AY_HFCA_15_05,AY_HFCA_15,,,4,3,5,Sainsbury's girls jumpsuit,"Tu, Sainsbury's",0,JCDecaux,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5019.jpg,19/05/2023,AY_HFCA_15_06,AY_HFCA_15,,,4,3,5,FCA advice,Financial Conduct Authority,1,JCDecaux,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011363,20230519_095657.jpg,19/05/2023,AY_HFCA_16_01,AY_HFCA_16,,,12,1,5,Ideal Carpets & furniture,Ideal Carpets & furniture,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5020.jpg,19/05/2023,AY_HFCA_17_01,AY_HFCA_17,,,12,1,1,Akbar's curry house,Akbar's,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011363,20230519_095803.jpg,19/05/2023,AY_HFCA_18_01,AY_HFCA_18,,,4,3,5,Barclays Corporate Banking,Barclays bank,0,JCDecaux,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011363,20230519_095958.jpg,19/05/2023,AY_HFCA_19_01,AY_HFCA_19,,,12,1,5,Ideal Carpets & furniture,Ideal Carpets & furniture,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5021.jpg,19/05/2023,AY_HFCA_20_01,AY_HFCA_20,,,12,1,5,1 click decorating centre,1Click,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5022.jpg,19/05/2023,AY_HFCA_21_01,AY_HFCA_21,,,12,1,5,Ideal Carpets & furniture,Ideal Carpets & furniture,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5023.jpg,19/05/2023,AY_HFCA_22_01,AY_HFCA_22,,,12,1,5,1 click decorating centre,1Click,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
IW,VJ,23/05/2023,E01011363,IMG_5024.jpg,19/05/2023,AY_HFCA_23_01,AY_HFCA_23,,,12,1,5,1 click decorating centre,1Click,1,Leeds City Council,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011363,20230519_100224.jpg,19/05/2023,AY_HFCA_24_01,AY_HFCA_24,,,1,2,5,Halifax Bank,Halifax Bank,1,Clear Channel,,,,,,,,,,,,,,,,,,,
VJ,VJ,23/05/2023,E01011363,20230512_100234.jpg,19/05/2023,AY_HFCA_25_01,AY_HFCA_25,,,1,2,3,Madri beer,Madri,0,Clear Channel,,,,,,,,,,,,,,,,,,,
